img_id,lbp_uniform,lbp_complex
PAT_1516_1765_530.png,0.922969046604424,0.07703095339557588
PAT_46_881_939.png,0.8461891784303518,0.15381082156964815
PAT_1545_1867_547.png,0.9094163981382026,0.09058360186179736
PAT_1989_4061_934.png,0.8441199491243518,0.15588005087564819
PAT_684_1302_588.png,0.8896485206093444,0.11035147939065558
PAT_1549_1882_230.png,0.9070287539936103,0.09297124600638977
PAT_778_1471_835.png,0.8697916666666667,0.13020833333333334
PAT_1995_4080_695.png,0.9082509183385138,0.09174908166148629
PAT_705_4015_413.png,0.8538698474022621,0.14613015259773784
PAT_2140_4726_141.png,0.8664659184232137,0.1335340815767862
PAT_967_1827_247.png,0.9357142857142857,0.06428571428571428
PAT_2088_4524_465.png,0.9153142159853569,0.08468578401464308
PAT_636_1204_521.png,0.8890802617981398,0.11091973820186014
PAT_38_54_234.png,0.8772949105275389,0.12270508947246107
PAT_741_1401_619.png,0.8843519170611068,0.11564808293889317
PAT_380_1540_959.png,0.8088923986437534,0.19110760135624655
PAT_1783_3414_120.png,0.8563886511750377,0.14361134882496215
PAT_759_1538_566.png,0.8669202716297787,0.13307972837022133
PAT_821_1547_77.png,0.8247298919567827,0.1752701080432173
PAT_1693_3103_879.png,0.8874573702159909,0.1125426297840091
PAT_875_1668_588.png,0.8283843851108221,0.17161561488917784
PAT_1653_2916_346.png,0.9431696673698812,0.056830332630118774
PAT_1790_3425_942.png,0.9242208656538302,0.07577913434616973
PAT_106_159_325.png,0.9022222222222224,0.09777777777777778
PAT_435_854_68.png,0.8958557472995654,0.10414425270043465
PAT_1902_3790_168.png,0.9209822513980063,0.07901774860199368
PAT_42_58_13.png,0.9409654620616081,0.059034537938391786
PAT_302_651_529.png,0.8954395062206141,0.10456049377938587
PAT_359_4450_86.png,0.8650081136330109,0.1349918863669891
PAT_107_160_609.png,0.927646854733246,0.07235314526675385
PAT_134_201_587.png,0.8530645886407913,0.14693541135920876
PAT_1453_1567_250.png,0.9356799419395809,0.06432005806041913
PAT_79_120_532.png,0.893989234449761,0.10601076555023924
PAT_1926_3871_371.png,0.8514924248134469,0.1485075751865531
PAT_724_1369_896.png,0.896295402021317,0.10370459797868303
PAT_1582_2574_34.png,0.8937672704943199,0.10623272950568008
PAT_1006_53_716.png,0.9271942446043165,0.07280575539568346
PAT_1431_1495_511.png,0.8879716157510233,0.11202838424897679
PAT_944_1795_371.png,0.8353954796703189,0.16460452032968115
PAT_793_1512_327.png,0.8177911638881962,0.18220883611180386
PAT_394_1562_579.png,0.877444589308996,0.12255541069100391
PAT_1842_3615_850.png,0.90008524111057,0.0999147588894301
PAT_621_1183_56.png,0.8535500897287026,0.14644991027129736
PAT_374_762_794.png,0.9580416442290433,0.04195835577095674
PAT_265_406_276.png,0.8731239189867768,0.12687608101322323
PAT_1074_322_662.png,0.9102781546811398,0.08972184531886024
PAT_289_1399_481.png,0.9237102341636346,0.07628976583636533
PAT_1803_3463_639.png,0.8331114667270899,0.1668885332729101
PAT_1029_135_239.png,0.9194515852613541,0.0805484147386461
PAT_2020_4174_799.png,0.8429100211236216,0.15708997887637838
PAT_682_1292_986.png,0.8625237625770663,0.13747623742293377
PAT_805_1517_154.png,0.8909710391822829,0.10902896081771721
PAT_680_1289_182.png,0.882849469241591,0.117150530758409
PAT_53_1370_245.png,0.867118978239754,0.13288102176024588
PAT_868_1657_698.png,0.9096385542168673,0.09036144578313253
PAT_183_283_495.png,0.8784708249496982,0.12152917505030181
PAT_479_919_97.png,0.8762023584336137,0.12379764156638629
PAT_333_1469_499.png,0.8896037520293427,0.11039624797065721
PAT_867_1650_901.png,0.8701074539304994,0.12989254606950085
PAT_620_1176_980.png,0.8679269114179858,0.13207308858201414
PAT_26_37_865.png,0.8768162202190956,0.12318377978090447
PAT_2051_4356_460.png,0.8160045739454516,0.18399542605454852
PAT_1381_1314_517.png,0.9295946229783658,0.07040537702163412
PAT_544_3299_671.png,0.8450817426248972,0.15491825737510276
PAT_2025_4229_541.png,0.8774700706764748,0.12252992932352517
PAT_814_1532_545.png,0.9033554473290638,0.09664455267093608
PAT_1014_86_861.png,0.9262794851265627,0.07372051487343721
PAT_1984_4038_265.png,0.8631497105998214,0.13685028940017854
PAT_920_1747_19.png,0.9061975722885621,0.09380242771143787
PAT_838_1585_282.png,0.8528661336962067,0.14713386630379316
PAT_1255_876_939.png,0.9081016966634005,0.09189830333659946
PAT_701_4056_457.png,0.902610622118436,0.09738937788156397
PAT_411_815_692.png,0.9379904674786962,0.06200953252130374
PAT_795_1508_925.png,0.9326726901777908,0.06732730982220927
PAT_288_441_312.png,0.9009461373969258,0.09905386260307428
PAT_692_1308_364.png,0.8496689476604402,0.15033105233955982
PAT_1278_965_701.png,0.9703965607296396,0.0296034392703604
PAT_1094_381_85.png,0.8805946544361853,0.11940534556381464
PAT_645_4043_374.png,0.8293951418427985,0.17060485815720147
PAT_963_1820_823.png,0.8393202319587628,0.16067976804123713
